Unnamed: 0,WellID,FirstMonthOil,FirstMonthGas,FirstMonthRatioGasOil,FirstMonthWater,firstMonthPercentWater,FirstMonthDaysOn,SecondMonthOil,SecondMonthGas,SecondMonthRatioGasOil,SecondMonthWater,SecondMonthPercentWater,SecondMonthDaysOn,ThirdMonthOil,ThirdMonthGas,ThirdMonthRatioGasOil,ThirdMonthWater,ThirdMonthPercentWater,ThirdMonthDaysOn,FourthMonthOil,FourthMonthGas,FourthMonthRatioGasOil,FourthMonthWater,FourthMonthPercentWater,FourthMonthDaysOn,FifthMonthOil,FifthMonthGas,FifthMonthRatioGasOil,FifthMonthWater,FifthMonthPercentWater,FifthMonthDaysOn,SixthMonthOil,SixthMonthGas,SixthMonthRatioGasOil,SixthMonthWater,SixthMonthPercentWater,SixthMonthDaysOn,TotalOilInNext6Months,TotalGasInNext6Months
23,5652,20026.0,8054.0,0.4021771696794171,9838.0,0.491261360231699,31.0,12524.0,6589.0,0.526109869051421,4105.0,0.327770680293836,29.0,10305.0,5997.0,0.581950509461426,2965.0,0.287724405628336,31.0,8301.0,3768.0,0.453921214311529,2063.0,0.248524274183833,31.0,7318.0,2730.0,0.373052746652091,1829.0,0.2499316753211261,29.0,6381.0,3288.0,0.515279736718383,1482.0,0.232251998119417,23.0,39754.0,18765.0
25,5739,15847.0,6748.0,0.425821922130372,3140.0,0.198144759260428,24.0,8514.0,5204.0,0.611228564716937,3470.0,0.40756401221517496,24.0,7978.0,4515.0,0.5659313111055401,3378.0,0.423414389571321,30.0,5296.0,3181.0,0.600641993957704,1978.0,0.37348942598187296,27.0,3118.0,2092.0,0.670942912123156,1075.0,0.34477228992944203,21.0,8130.0,4178.0,0.5138991389913901,3764.0,0.4629766297662979,21.0,33837.0,21061.0
27,5436,17946.0,15688.0,0.8741780898250309,20983.0,1.1692299119581,26.0,9832.0,500.0,0.0508543531326282,7929.0,0.8064483319772171,30.0,4011.0,9128.0,2.27574171029668,3177.0,0.7920718025430071,13.0,2456.0,5835.0,2.37581433224756,977.0,0.3978013029315961,5.0,6382.0,1377.0,0.21576308367283,4727.0,0.740676903791915,5.0,2162.0,978.0,0.452358926919519,1325.0,0.6128584643848289,11.0,24777.0,24697.0
28,7434,20070.0,32529.0,1.62077727952167,6764.0,0.3370204285002489,30.0,18609.0,26451.0,1.4214089956472702,5970.0,0.32081251007577,31.0,14162.0,24613.0,1.7379607400084702,4752.0,0.335545826860613,30.0,12001.0,21802.0,1.8166819431714,4283.0,0.35688692608949296,30.0,4746.0,6791.0,1.43088916982722,1554.0,0.327433628318584,28.0,0.0,0.0,0.0,22.0,0.0,1.0,44679.0,103990.0
30,7215,22025.0,24783.0,1.12522133938706,9700.0,0.440408626560726,28.0,10911.0,17240.0,1.5800568233892398,2593.0,0.237650077903034,31.0,6115.0,8494.0,1.3890433360588703,1786.0,0.292068683565004,23.0,6677.0,9185.0,1.37561779242175,2789.0,0.4177025610304029,28.0,5001.0,7032.0,1.40611877624475,1956.0,0.391121775644871,30.0,4814.0,8697.0,1.80660573327794,1992.0,0.413793103448276,31.0,21739.0,32865.0
32,8011,18407.0,31691.0,1.72168196881621,18838.0,1.02341500516108,25.0,14063.0,27200.0,1.9341534523217,10362.0,0.736827135035199,22.0,6206.0,10160.0,1.63712536255237,5088.0,0.8198517563648079,14.0,8884.0,12753.0,1.43550202611436,5621.0,0.6327104907699229,29.0,7961.0,12608.0,1.58372063811079,6752.0,0.848134656450195,31.0,5159.0,10553.0,2.04555146346191,6202.0,1.20217096336499,31.0,28042.0,61863.0
33,8056,18861.0,26899.0,1.42617040453847,15049.0,0.7978898255659829,31.0,12112.0,16757.0,1.3835039630118895,9492.0,0.7836856010568031,30.0,11965.0,15694.0,1.31165900543251,9090.0,0.7597158378604258,27.0,10246.0,14598.0,1.4247511223892295,7359.0,0.718231504977552,31.0,8919.0,14515.0,1.6274245991703102,7128.0,0.7991927346115041,30.0,8321.0,16283.0,1.9568561470977,6821.0,0.8197332051436129,31.0,25593.0,38227.0
34,7993,19518.0,34414.0,1.7631929500973502,10786.0,0.552618096116405,31.0,18632.0,32250.0,1.73089308716187,9959.0,0.534510519536282,31.0,12700.0,32768.0,2.58015748031496,7528.0,0.592755905511811,30.0,10116.0,23351.0,2.30832344800316,6146.0,0.607552392249901,31.0,8316.0,17821.0,2.14297739297739,5153.0,0.61964886964887,29.0,6794.0,18766.0,2.76214306741242,4403.0,0.648071828083603,23.0,26391.0,59347.0
35,7197,8850.0,24120.0,2.72542372881356,14674.0,1.6580790960452,30.0,5523.0,7947.0,1.43889190657251,4270.0,0.773130544993663,31.0,6328.0,7244.0,1.14475347661188,4784.0,0.756005056890013,25.0,6245.0,9796.0,1.56861489191353,5066.0,0.811208967173739,28.0,4617.0,7676.0,1.66255144032922,5600.0,1.212908815248,31.0,3753.0,3429.0,0.913669064748201,2578.0,0.6869171329602979,30.0,16283.0,18762.0
36,7296,12132.0,22731.0,1.8736399604352096,9752.0,0.803824596109463,24.0,9805.0,18157.0,1.8518103008669,4083.0,0.416420193778684,28.0,8076.0,19863.0,2.45950965824666,4075.0,0.504581475978207,31.0,5800.0,13868.0,2.39103448275862,2969.0,0.511896551724138,30.0,3103.0,7221.0,2.32710280373832,3310.0,1.06670963583629,31.0,4437.0,9265.0,2.08812260536398,2895.0,0.652467883705206,30.0,17986.0,32403.0
39,7203,10055.0,22339.0,2.22168075584286,6618.0,0.658180009945301,31.0,7221.0,15473.0,2.14277800858607,4308.0,0.596593269630245,30.0,7171.0,13587.0,1.89471482359504,4356.0,0.607446660158974,29.0,5098.0,11775.0,2.3097293056100403,4109.0,0.80600235386426,24.0,5366.0,11114.0,2.0711889675736104,4406.0,0.821095788296683,31.0,3651.0,6333.0,1.73459326211997,2497.0,0.683922213092304,31.0,24506.0,44580.0
40,6980,26047.0,24635.0,0.94579030214612,23585.0,0.905478557991323,27.0,20804.0,11339.0,0.5450394154970201,12490.0,0.600365314362623,31.0,5125.0,2558.0,0.499121951219512,2689.0,0.524682926829268,13.0,10439.0,4643.0,0.44477440367851295,7632.0,0.73110451192643,24.0,8455.0,5515.0,0.652276759314015,4593.0,0.5432288586635129,22.0,10754.0,6249.0,0.581086107494886,4881.0,0.453877626929515,31.0,41510.0,35145.0
41,6359,3997.0,2172.0,0.54340755566675,5649.0,1.41330998248687,31.0,3148.0,1753.0,0.556861499364676,4132.0,1.31257941550191,28.0,2553.0,1421.0,0.556600078339209,3479.0,1.36271053662358,31.0,1703.0,1240.0,0.728126834997064,2596.0,1.52436876100998,30.0,2003.0,1491.0,0.7443834248627059,2782.0,1.38891662506241,31.0,1614.0,1285.0,0.796158612143742,2333.0,1.4454770755886,30.0,7025.0,5770.0
44,6637,12067.0,6000.0,0.497223833595757,9418.0,0.780475677467473,29.0,10331.0,7916.0,0.76623753750847,6446.0,0.6239473429484079,30.0,5817.0,4821.0,0.828777720474471,3817.0,0.656180161595324,25.0,3837.0,3545.0,0.923898879332812,2509.0,0.65389627313005,30.0,6441.0,3737.0,0.5801894115820531,5016.0,0.778761061946903,25.0,7973.0,6485.0,0.8133701241690708,5993.0,0.75166185877336,31.0,24263.0,13572.0
46,6784,25531.0,48234.0,1.88923269750499,15585.0,0.6104343738983979,28.0,16592.0,35039.0,2.11180086788814,4824.0,0.29074252651880395,29.0,10409.0,22418.0,2.15371313286579,2499.0,0.240080699394755,30.0,9645.0,17127.0,1.7757387247278402,2345.0,0.2431311560393989,25.0,6339.0,9615.0,1.51680075721723,1525.0,0.24057422306357504,25.0,7354.0,11435.0,1.55493608920315,1829.0,0.248708186021213,30.0,33900.0,70827.0
48,934,11002.0,28783.0,2.6161606980549,0.0,0.0,30.0,8054.0,26884.0,3.3379687111994,49.0,0.00608393344921778,31.0,5887.0,19740.0,3.35315101070155,99.0,0.0168167147953117,31.0,4704.0,19748.0,4.1981292517006805,209.0,0.0444302721088435,30.0,3878.0,18944.0,4.88499226405364,171.0,0.0440948942753997,31.0,3227.0,17596.0,5.45274248528045,160.0,0.0495816547877285,30.0,13299.0,82408.0
49,1867,10221.0,14914.0,1.4591527247823102,12308.0,1.20418745719597,29.0,4286.0,9607.0,2.24148390107326,4611.0,1.07582827811479,29.0,2885.0,4359.0,1.51091854419411,2186.0,0.7577123050259971,31.0,3666.0,8858.0,2.41625750136388,3354.0,0.9148936170212768,30.0,2429.0,5132.0,2.1128036228900804,2069.0,0.8517908604363941,28.0,1665.0,1860.0,1.11711711711712,1298.0,0.77957957957958,28.0,9627.0,23694.0
52,5764,16167.0,15732.0,0.9730933382816852,8412.0,0.520319168676935,31.0,10718.0,5913.0,0.5516887479007281,4600.0,0.42918454935622297,30.0,12146.0,5540.0,0.456117240243702,3793.0,0.31228387946649105,29.0,7688.0,6337.0,0.824271592091571,1974.0,0.256763787721124,25.0,7859.0,4528.0,0.5761547270645121,2036.0,0.259066038936251,23.0,9140.0,5412.0,0.592122538293217,3170.0,0.346827133479212,30.0,33218.0,23605.0
54,5460,13873.0,5629.0,0.405752180494486,8277.0,0.5966265407626321,31.0,8151.0,4468.0,0.5481536007851799,14884.0,1.8260336155073,29.0,10295.0,0.0,0.0,5171.0,0.502282661486158,31.0,5075.0,490.0,0.096551724137931,3450.0,0.6798029556650249,21.0,8762.0,2885.0,0.329262725405159,5672.0,0.6473407897740239,29.0,6241.0,2733.0,0.437910591251402,3805.0,0.609677936228169,31.0,32407.0,22887.0
55,5665,8386.0,5560.0,0.6630097782017651,7173.0,0.8553541616980679,27.0,2656.0,1925.0,0.724774096385542,1480.0,0.557228915662651,19.0,1589.0,437.0,0.27501573316551303,1037.0,0.652611705475142,15.0,12.0,18.0,1.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4975.0,3117.0,0.6265326633165831,3827.0,0.7692462311557791,22.0,25196.0,15850.0
56,5387,7939.0,6572.0,0.8278120670109591,4188.0,0.527522357979594,31.0,6383.0,0.0,0.0,3150.0,0.493498355005483,29.0,5549.0,0.0,0.0,2769.0,0.4990088304198951,31.0,3804.0,6360.0,1.67192429022082,2002.0,0.526288117770768,30.0,3005.0,5088.0,1.69317803660566,1675.0,0.557404326123128,24.0,3342.0,0.0,0.0,2134.0,0.6385397965290239,31.0,20852.0,4295.0
58,7134,6231.0,7627.0,1.22404108489809,17418.0,2.7953779489648505,22.0,1845.0,2190.0,1.1869918699187,4827.0,2.61626016260163,31.0,2270.0,3610.0,1.59030837004405,6361.0,2.80220264317181,16.0,1832.0,1598.0,0.8722707423580791,5175.0,2.82478165938865,31.0,4208.0,4765.0,1.13236692015209,11943.0,2.83816539923954,31.0,4217.0,5120.0,1.2141332700972298,11122.0,2.63741996680104,27.0,7488.0,5298.0
60,7995,23877.0,33410.0,1.39925451271098,4824.0,0.202035431586883,30.0,19462.0,29441.0,1.5127427808036202,3155.0,0.16211077998150195,30.0,16008.0,28514.0,1.7812343828086,2866.0,0.179035482258871,31.0,13109.0,26113.0,1.99199023571592,2182.0,0.166450530170112,30.0,9450.0,19519.0,2.06550264550265,1493.0,0.157989417989418,25.0,6154.0,7294.0,1.18524536886578,3155.0,0.5126746831329221,27.0,48774.0,93054.0
61,7926,29331.0,47894.0,1.63287988817292,2586.0,0.0881661041219188,31.0,14479.0,21615.0,1.49285171627875,786.0,0.0542855169555909,30.0,17750.0,45589.0,2.56839436619718,1087.0,0.0612394366197183,31.0,12353.0,37715.0,3.05310450902615,851.0,0.0688901481421517,31.0,6326.0,14887.0,2.3533038254821403,341.0,0.053904521024344,15.0,10328.0,32157.0,3.11357474825717,1050.0,0.101665375677769,31.0,32225.0,109311.0
62,8029,19267.0,38600.0,2.00342554627083,8345.0,0.43312399439456106,30.0,14224.0,28028.0,1.97047244094488,4959.0,0.3486361079865021,31.0,10254.0,21122.0,2.05987907158182,4514.0,0.440218451336064,31.0,8110.0,15280.0,1.88409371146732,3425.0,0.422318125770654,30.0,6968.0,10111.0,1.45106199770379,2781.0,0.399110218140069,31.0,6046.0,9772.0,1.61627522328812,2992.0,0.494872643069798,30.0,26897.0,71606.0
63,7721,3698.0,1425.0,0.385343428880476,15217.0,4.11492698756084,22.0,3027.0,596.0,0.196894615130492,11212.0,3.70399735711926,23.0,2569.0,1587.0,0.61775009731413,9542.0,3.71428571428571,30.0,3017.0,1897.0,0.6287703016241301,9838.0,3.26085515412662,30.0,3426.0,1292.0,0.37711617046117896,10141.0,2.96001167542323,30.0,2386.0,1736.0,0.7275775356244759,8161.0,3.42036881810562,31.0,11670.0,3836.0
64,7435,20348.0,33816.0,1.66188323176725,4797.0,0.2357479850599569,30.0,18045.0,25334.0,1.4039346079246298,3953.0,0.219063452479911,31.0,13916.0,25677.0,1.84514228226502,3053.0,0.21938775510204106,30.0,11284.0,23240.0,2.0595533498759298,2642.0,0.234136830911024,30.0,9782.0,17776.0,1.8172152933960304,2094.0,0.214066653036189,31.0,9823.0,17668.0,1.7986358546269,2117.0,0.215514608571719,30.0,38440.0,83052.0
66,7417,3688.0,3748.0,1.01626898047722,14385.0,3.90048806941432,28.0,2815.0,3808.0,1.35275310834814,7360.0,2.6145648312611,23.0,1747.0,4027.0,2.3050944476245,4970.0,2.8448769318832303,24.0,964.0,675.0,0.700207468879668,5059.0,5.24792531120332,22.0,286.0,428.0,1.4965034965035,1590.0,5.559440559440559,8.0,453.0,552.0,1.21854304635762,1352.0,2.98454746136865,31.0,6431.0,8622.0
67,8021,17850.0,22780.0,1.27619047619048,48179.0,2.6991036414565803,24.0,12191.0,20062.0,1.6456402263965202,15067.0,1.2359117381675,29.0,9679.0,12589.0,1.3006508936873602,12824.0,1.3249302613906395,30.0,6974.0,9924.0,1.42299971322053,9594.0,1.3756811012331498,26.0,7830.0,9406.0,1.2012771392081698,9640.0,1.23116219667944,31.0,6642.0,11289.0,1.6996386630533,7669.0,1.15462210177657,30.0,23582.0,47260.0
69,7727,12884.0,10310.0,0.800217323812481,27476.0,2.13256752561316,20.0,10975.0,9721.0,0.885740318906606,14286.0,1.30168564920273,26.0,8189.0,6614.0,0.8076688240322379,11027.0,1.3465624618390502,30.0,7583.0,5361.0,0.706976130818937,9734.0,1.2836608202558402,31.0,5385.0,4817.0,0.894521819870009,8304.0,1.54206128133705,30.0,2356.0,2059.0,0.8739388794567059,3230.0,1.37096774193548,24.0,19441.0,15280.0
70,7800,14496.0,50760.0,3.50165562913907,14551.0,1.00379415011038,30.0,10478.0,28108.0,2.68257301011643,7503.0,0.716071769421645,19.0,8119.0,21181.0,2.60881882005173,5979.0,0.7364207414706241,31.0,9734.0,29404.0,3.02075200328745,5811.0,0.5969796589274711,30.0,7853.0,23475.0,2.98930345091048,4542.0,0.5783776900547559,30.0,5980.0,17945.0,3.00083612040134,3427.0,0.5730769230769229,31.0,12687.0,21026.0
71,7676,24074.0,45089.0,1.87293345517986,20593.0,0.855404170474371,29.0,11830.0,27942.0,2.36196111580727,9675.0,0.817836010143702,28.0,9106.0,17039.0,1.87118383483418,7114.0,0.781243136393587,26.0,6588.0,17220.0,2.61384335154827,4865.0,0.7384638737097751,23.0,5847.0,10881.0,1.8609543355567,3946.0,0.674876004788781,23.0,6668.0,13401.0,2.00974805038992,3160.0,0.473905218956209,30.0,23871.0,59783.0
72,7110,24359.0,19141.0,0.7857875939077958,11797.0,0.484297384950121,31.0,19562.0,12852.0,0.656988038032921,8655.0,0.4424394233718429,30.0,16946.0,12376.0,0.730319839490145,6892.0,0.40670364687831895,31.0,5259.0,4857.0,0.9235596120935542,2228.0,0.42365468720289,14.0,9753.0,6729.0,0.6899415564441711,5106.0,0.523531221162719,25.0,9634.0,3917.0,0.40658085945609296,5176.0,0.537263857172514,31.0,33535.0,31323.0
73,6409,11921.0,7676.0,0.643905712608003,5466.0,0.458518580655985,29.0,3394.0,7199.0,2.12109605185622,1276.0,0.37595757218621095,15.0,4918.0,7701.0,1.56588043920293,4451.0,0.9050427002846692,31.0,4392.0,7184.0,1.63570127504554,1686.0,0.383879781420765,31.0,3543.0,7187.0,2.0285069150437502,1391.0,0.3926051368896421,30.0,3133.0,6833.0,2.1809766996489,1229.0,0.392275774018513,31.0,13605.0,29998.0
74,6435,6876.0,1616.0,0.235020360674811,540.0,0.0785340314136126,31.0,3946.0,1009.0,0.255701976685251,220.0,0.0557526609224531,31.0,3177.0,745.0,0.234497954044696,681.0,0.214353163361662,26.0,3026.0,1083.0,0.3578982154659621,735.0,0.242894910773298,31.0,2381.0,998.0,0.419151616967661,527.0,0.221335573288534,30.0,2066.0,1043.0,0.5048402710551789,591.0,0.286060019361084,31.0,9237.0,5976.0
75,6461,13132.0,10250.0,0.7805360950350291,8861.0,0.674763935424916,30.0,9077.0,7047.0,0.7763578274760379,5307.0,0.584664536741214,31.0,8136.0,6695.0,0.8228859390363822,4685.0,0.575835791543756,31.0,6430.0,5344.0,0.831104199066874,3757.0,0.584292379471229,28.0,6447.0,5057.0,0.784395843027765,3585.0,0.556072591903211,31.0,5297.0,4793.0,0.904851802907306,3072.0,0.5799509156126109,30.0,27241.0,29305.0
77,1793,6440.0,8110.0,1.25931677018634,3235.0,0.502329192546584,16.0,5143.0,9557.0,1.85825393739063,1495.0,0.29068636982306,31.0,2461.0,1934.0,0.785859406745225,976.0,0.396586753352296,30.0,2615.0,5404.0,2.06653919694073,718.0,0.274569789674952,26.0,2157.0,1216.0,0.563745943439963,311.0,0.144181733889662,31.0,2070.0,3095.0,1.4951690821256,546.0,0.263768115942029,30.0,8886.0,19579.0
79,1082,2678.0,31373.0,11.7150858849888,205.0,0.0765496639283047,30.0,2398.0,29344.0,12.2368640533778,177.0,0.0738115095913261,29.0,0.0,51.0,0.0,96.0,0.0,1.0,1204.0,14048.0,11.667774086378698,126.0,0.104651162790698,28.0,1406.0,16749.0,11.912517780938801,220.0,0.15647226173542006,31.0,864.0,11619.0,13.447916666666698,433.0,0.501157407407407,29.0,8175.0,132197.0
80,375,8226.0,15013.0,1.8250668611718897,9177.0,1.1156090444930702,29.0,4013.0,11565.0,2.88188387739846,2713.0,0.6760528283079991,31.0,2897.0,6918.0,2.38798757335174,1353.0,0.4670348636520539,27.0,2464.0,5764.0,2.33928571428571,1146.0,0.465097402597403,30.0,2205.0,6911.0,3.13424036281179,1107.0,0.502040816326531,31.0,1640.0,6950.0,4.23780487804878,840.0,0.51219512195122,30.0,5356.0,17362.0
82,5291,6822.0,5611.0,0.8224860744649659,9221.0,1.3516564057461202,31.0,3645.0,2222.0,0.60960219478738,4791.0,1.31440329218107,25.0,5164.0,2739.0,0.530402788536019,8845.0,1.71281951975213,31.0,3537.0,1207.0,0.34124964659315804,2450.0,0.692677410234662,30.0,2911.0,1485.0,0.5101339745791821,4735.0,1.6265888010992802,31.0,2039.0,1148.0,0.563021088769004,3520.0,1.72633643943109,26.0,14575.0,4922.0
84,5703,16926.0,15274.0,0.902398676592225,803.0,0.0474418055063216,25.0,11599.0,13758.0,1.1861367359255102,6215.0,0.535822053625313,29.0,9918.0,12247.0,1.2348255696713,5380.0,0.54244807420851,31.0,6764.0,8406.0,1.24275576581904,3538.0,0.523063276167948,30.0,3740.0,4722.0,1.26256684491979,1920.0,0.513368983957219,29.0,0.0,0.0,0.0,0.0,0.0,0.0,16677.0,20825.0
85,5332,26133.0,2314.0,0.08854704779397699,23234.0,0.889067462595186,23.0,20557.0,2481.0,0.120688816461546,7704.0,0.374762854502116,30.0,12482.0,1121.0,0.0898093254286172,5062.0,0.405543983336004,30.0,6542.0,1123.0,0.17166004280036698,2358.0,0.360440232344849,20.0,7270.0,1245.0,0.17125171939477302,3372.0,0.463823933975241,27.0,11756.0,1870.0,0.159067710105478,4749.0,0.40396393331065,30.0,46523.0,6947.0
86,5918,12007.0,13399.0,1.11593237278254,4131.0,0.344049304572333,31.0,7501.0,7772.0,1.03612851619784,2322.0,0.309558725503266,28.0,8346.0,8631.0,1.03414809489576,2148.0,0.257368799424874,31.0,7909.0,8581.0,1.08496649386775,2059.0,0.260336325704893,31.0,6932.0,7928.0,1.14368147720716,1530.0,0.220715522215811,28.0,5817.0,6349.0,1.09145607701564,1207.0,0.207495272477222,23.0,25449.0,36139.0
87,7045,26427.0,36180.0,1.3690543762061498,4292.0,0.16240965679040398,29.0,16421.0,39195.0,2.3868826502649,4987.0,0.30369648620668704,29.0,11687.0,28778.0,2.4623941131171403,3216.0,0.275177547702576,31.0,8855.0,28869.0,3.26019198193111,2941.0,0.332128740824393,30.0,8114.0,21336.0,2.62952920877496,2876.0,0.354449100320434,31.0,7198.0,16711.0,2.32161711586552,2374.0,0.329813837176994,30.0,30205.0,60609.0
89,7084,22700.0,15127.0,0.6663876651982379,2327.0,0.102511013215859,31.0,15156.0,20276.0,1.33782000527844,3202.0,0.21126946423858486,28.0,14076.0,18448.0,1.3105996021597,2746.0,0.195083830633703,31.0,13932.0,13285.0,0.953560149296583,2691.0,0.193152454780362,30.0,13145.0,17466.0,1.32871814378091,2713.0,0.206390262457208,31.0,3414.0,7620.0,2.23198594024605,717.0,0.21001757469244287,10.0,47575.0,45556.0
